Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content,Morning,Afternoon,Night
Kashmiri Lamb Curry,Jammu and Kashmir,non-veg,none,550,25,40.0,45,10,800,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Rice Pudding,Jammu and Kashmir,veg,dairy,350,45,10.0,20,15,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Cheese Curry,Jammu and Kashmir,veg,dairy,400,20,25.0,15,8,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Vegetable Soup,Jammu and Kashmir,veg,none,150,20,5.0,6,3,200,"Vitamin A, Vitamin C",No,Yes,Yes
Mutton Yakhni,Jammu and Kashmir,non-veg,none,420,10,25.0,30,6,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Sweet Rice,Jammu and Kashmir,veg,nuts,350,70,5.0,30,15,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Mutton Pulao,Jammu and Kashmir,non-veg,none,500,60,20.0,25,10,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Onion Kebab,Jammu and Kashmir,veg,none,350,15,15.0,10,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Yogurt Curry,Jammu and Kashmir,veg,dairy,300,15,10.0,12,8,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Veg Curry,Jammu and Kashmir,veg,none,320,30,15.0,10,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Chicken Rogan Josh,Jammu and Kashmir,non-veg,none,450,12,30.0,35,6,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Saag Aloo,Jammu and Kashmir,veg,none,300,25,12.0,8,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,60,10.0,12,8,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Lamb Kebab,Jammu and Kashmir,non-veg,none,450,15,30.0,35,7,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Creamed Mushrooms,Jammu and Kashmir,veg,dairy,300,15,20.0,10,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Cauliflower Curry,Jammu and Kashmir,veg,none,280,20,12.0,8,4,300,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chili Chicken,Jammu and Kashmir,non-veg,none,450,12,25.0,35,6,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Paneer Butter Masala,Jammu and Kashmir,veg,dairy,400,25,20.0,12,8,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Dum Meat,Jammu and Kashmir,non-veg,none,500,20,35.0,40,7,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Spinach Curry,Jammu and Kashmir,veg,none,280,15,10.0,8,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Mutton Shank,Jammu and Kashmir,non-veg,none,550,25,40.0,45,8,800,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Yogurt Soup,Jammu and Kashmir,veg,dairy,150,10,5.0,5,3,200,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Saffron Rice,Jammu and Kashmir,veg,none,350,70,5.0,15,10,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Spiced Fish,Jammu and Kashmir,non-veg,none,400,12,20.0,30,6,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Yogurt and Cucumber Salad,Jammu and Kashmir,veg,dairy,200,10,5.0,8,3,250,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Dal,Jammu and Kashmir,veg,none,300,40,12.0,8,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Lemon Rice,Jammu and Kashmir,veg,none,320,60,8.0,10,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Rajma Chawal,Jammu and Kashmir,veg,none,400,65,15.0,10,6,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Ginger Chicken,Jammu and Kashmir,non-veg,none,450,10,30.0,35,7,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Grilled Fish,Jammu and Kashmir,non-veg,none,350,5,15.0,25,3,400,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Nut Pulao,Jammu and Kashmir,veg,nuts,400,60,12.0,10,8,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Spicy Noodles,Jammu and Kashmir,veg,gluten,350,55,10.0,8,7,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Mushroom Pulao,Jammu and Kashmir,veg,none,350,60,12.0,10,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Saag Paneer,Jammu and Kashmir,veg,dairy,400,20,25.0,15,8,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Curd Rice,Jammu and Kashmir,veg,dairy,250,30,10.0,12,6,300,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Lamb Chops,Jammu and Kashmir,non-veg,none,500,15,35.0,40,6,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Chicken Biryani,Jammu and Kashmir,non-veg,none,450,60,20.0,15,9,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Egg Curry,Jammu and Kashmir,veg,dairy,300,15,20.0,12,8,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Veg Pakora,Jammu and Kashmir,veg,gluten,350,40,20.0,10,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Rice and Yogurt,Jammu and Kashmir,veg,dairy,250,40,8.0,10,6,300,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Meatballs,Jammu and Kashmir,non-veg,none,450,20,30.0,35,7,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Veg Curry with Rice,Jammu and Kashmir,veg,none,350,60,15.0,12,8,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Spiced Lentils,Jammu and Kashmir,veg,none,300,40,10.0,8,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Cauliflower Rice,Jammu and Kashmir,veg,none,250,25,8.0,6,4,300,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Garlic Chicken,Jammu and Kashmir,non-veg,none,400,10,20.0,30,5,500,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Chicken Nuggets,Jammu and Kashmir,non-veg,none,350,20,15.0,20,4,450,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Spinach and Cheese,Jammu and Kashmir,veg,dairy,350,15,25.0,12,8,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Eggplant Curry,Jammu and Kashmir,veg,none,320,25,15.0,10,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken Kebabs,Jammu and Kashmir,non-veg,none,400,12,25.0,30,7,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Yogurt with Fruit,Jammu and Kashmir,veg,dairy,200,20,5.0,15,10,250,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Dum Chicken,Jammu and Kashmir,non-veg,none,500,15,30.0,35,7,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Veg Spring Rolls,Jammu and Kashmir,veg,gluten,350,40,15.0,12,5,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Saag Meat,Jammu and Kashmir,non-veg,none,500,20,35.0,40,8,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Chickpea Curry,Jammu and Kashmir,veg,none,300,45,10.0,12,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Stuffed Naan,Jammu and Kashmir,veg,gluten,300,50,10.0,15,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Garlic Rice,Jammu and Kashmir,veg,none,350,60,8.0,12,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken Tikka,Jammu and Kashmir,non-veg,none,400,10,20.0,30,6,500,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Ghee Rice,Jammu and Kashmir,veg,dairy,350,60,12.0,8,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Veg Kebab,Jammu and Kashmir,veg,nuts,350,25,15.0,10,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Red Rice,Jammu and Kashmir,veg,none,300,70,5.0,8,4,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Green Curry,Jammu and Kashmir,veg,none,350,30,15.0,10,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Curry Rice,Jammu and Kashmir,veg,none,350,60,10.0,12,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Vegetable Kabab,Jammu and Kashmir,veg,none,300,25,15.0,10,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken Masala,Jammu and Kashmir,non-veg,none,450,20,30.0,35,7,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Sweet Kebab,Jammu and Kashmir,veg,nuts,350,35,10.0,25,10,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Vegetable Pilaf,Jammu and Kashmir,veg,nuts,350,60,12.0,10,7,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Lamb Shank,Jammu and Kashmir,non-veg,none,550,25,40.0,45,8,800,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Chicken Stew with Rice,Jammu and Kashmir,non-veg,none,450,60,15.0,20,7,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Sweet Curry,Jammu and Kashmir,veg,dairy,300,45,10.0,20,15,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Cheese Kebab,Jammu and Kashmir,veg,dairy,350,20,15.0,12,8,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Nutty Rice,Jammu and Kashmir,veg,nuts,350,55,12.0,15,10,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Tandoori Chicken,Jammu and Kashmir,non-veg,none,500,12,30.0,35,7,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Potato Curry,Jammu and Kashmir,veg,none,320,40,10.0,10,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Prawn Curry,Jammu and Kashmir,non-veg,none,400,15,20.0,25,6,550,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Onion Raita,Jammu and Kashmir,veg,dairy,150,15,5.0,8,3,200,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Lentil Soup,Jammu and Kashmir,veg,none,250,40,8.0,5,6,300,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Carrot Halwa,Jammu and Kashmir,veg,dairy,350,45,12.0,25,15,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Tandoori Veg,Jammu and Kashmir,veg,none,300,25,10.0,12,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Spiced Rice,Jammu and Kashmir,veg,none,350,60,8.0,10,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Mixed Veg Curry,Jammu and Kashmir,veg,none,320,30,15.0,10,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken Soup,Jammu and Kashmir,non-veg,none,200,10,8.0,20,4,300,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Dum Chicken with Rice,Jammu and Kashmir,non-veg,none,450,60,20.0,15,7,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Masala Rice,Jammu and Kashmir,veg,none,350,60,10.0,12,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken Biryani with Yogurt,Jammu and Kashmir,non-veg,dairy,500,65,20.0,25,9,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Aloo Gobi,Jammu and Kashmir,veg,none,300,40,10.0,8,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Yogurt Curry with Rice,Jammu and Kashmir,veg,dairy,300,50,10.0,12,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Veg Curry,Jammu and Kashmir,non-veg,none,450,25,30.0,35,7,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Paneer Tikka Masala,Jammu and Kashmir,veg,dairy,400,25,20.0,15,8,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Rice and Meatballs,Jammu and Kashmir,non-veg,none,500,60,20.0,25,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Mutton Kofta,Jammu and Kashmir,non-veg,none,500,20,35.0,30,7,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Veg Pakoras,Jammu and Kashmir,veg,gluten,350,40,20.0,15,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Spiced Naan,Jammu and Kashmir,veg,gluten,300,55,10.0,10,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chickpea Salad,Jammu and Kashmir,veg,none,250,30,10.0,8,5,300,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Tomato Rice,Jammu and Kashmir,veg,none,320,60,10.0,12,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Spiced Yogurt with Veggies,Jammu and Kashmir,veg,dairy,250,25,5.0,10,6,300,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Potato and Pea Curry,Jammu and Kashmir,veg,none,320,35,12.0,8,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Grilled Chicken,Jammu and Kashmir,non-veg,none,400,15,25.0,30,6,500,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Mixed Vegetable Rice,Jammu and Kashmir,veg,none,350,55,10.0,10,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Spinach Curry,Jammu and Kashmir,non-veg,none,450,25,30.0,35,7,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Veg Pilaf,Jammu and Kashmir,veg,nuts,350,60,12.0,10,7,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Pulao with Nuts,Jammu and Kashmir,veg,nuts,350,55,12.0,15,8,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken Pulao,Jammu and Kashmir,non-veg,none,450,55,20.0,15,7,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Spiced Chickpeas,Jammu and Kashmir,veg,none,300,30,15.0,10,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Lamb Curry,Jammu and Kashmir,non-veg,none,500,25,35.0,40,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Rice and Chicken,Jammu and Kashmir,non-veg,none,500,60,15.0,20,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Cucumber Raita,Jammu and Kashmir,veg,dairy,200,10,5.0,8,3,250,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Mutton Curry,Jammu and Kashmir,non-veg,none,500,20,35.0,40,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Veg Curd Rice,Jammu and Kashmir,veg,dairy,300,35,12.0,15,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Vegetable Biryani,Jammu and Kashmir,non-veg,none,500,65,25.0,20,8,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Veg Meatballs,Jammu and Kashmir,veg,none,300,25,15.0,10,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Lentil Curry,Jammu and Kashmir,veg,none,300,40,10.0,10,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Rice with Nuts,Jammu and Kashmir,veg,nuts,350,60,12.0,10,7,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Saag with Rice,Jammu and Kashmir,veg,none,300,30,12.0,10,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken with Nuts,Jammu and Kashmir,non-veg,nuts,450,20,30.0,35,7,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Yogurt and Veggie Salad,Jammu and Kashmir,veg,dairy,200,15,5.0,8,3,250,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Spiced Cauliflower,Jammu and Kashmir,veg,none,300,20,12.0,8,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Lamb and Spinach Curry,Jammu and Kashmir,non-veg,none,500,25,35.0,40,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Veg Curry with Yoghurt,Jammu and Kashmir,veg,dairy,300,30,15.0,10,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Eggplant and Potato Curry,Jammu and Kashmir,veg,none,320,35,12.0,10,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken Korma,Jammu and Kashmir,non-veg,none,500,20,35.0,40,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Rajma with Rice,Jammu and Kashmir,veg,none,400,60,15.0,10,7,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Nutty Curry,Jammu and Kashmir,veg,nuts,350,45,12.0,20,10,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Sweet Rice,Jammu and Kashmir,veg,dairy,350,55,15.0,25,15,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Rice with Yogurt,Jammu and Kashmir,non-veg,dairy,500,60,20.0,20,9,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Spinach with Chicken,Jammu and Kashmir,non-veg,none,450,20,30.0,35,7,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Mixed Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,65,15.0,10,7,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Lamb Kofta Curry,Jammu and Kashmir,non-veg,none,500,20,35.0,40,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Veg and Meat Curry,Jammu and Kashmir,non-veg,none,500,25,30.0,35,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Mushroom Curry,Jammu and Kashmir,non-veg,none,500,25,35.0,40,7,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Veg Biryani,Jammu and Kashmir,non-veg,none,500,65,20.0,25,9,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Mushroom and Spinach Curry,Jammu and Kashmir,veg,none,320,30,15.0,10,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Cucumber Salad with Yogurt,Jammu and Kashmir,veg,dairy,200,20,5.0,10,5,250,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Saag Rice,Jammu and Kashmir,veg,none,320,55,10.0,12,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Veg Korma,Jammu and Kashmir,veg,dairy,350,25,15.0,15,7,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Sweet Lentils,Jammu and Kashmir,veg,none,300,30,10.0,20,15,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Vegetable Pilaf,Jammu and Kashmir,non-veg,none,500,60,20.0,15,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Veg and Nuts Pilaf,Jammu and Kashmir,veg,nuts,350,55,12.0,15,8,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Spinach Rice,Jammu and Kashmir,veg,none,320,50,10.0,10,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Nut Pilaf,Jammu and Kashmir,non-veg,nuts,450,55,20.0,15,7,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Saag with Rice,Jammu and Kashmir,veg,none,350,30,15.0,10,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Lamb and Chickpea Curry,Jammu and Kashmir,non-veg,none,500,25,35.0,40,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Chicken Tandoori,Jammu and Kashmir,non-veg,none,400,12,25.0,30,6,500,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Carrot Rice,Jammu and Kashmir,veg,none,320,55,10.0,12,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Veg Pilaf,Jammu and Kashmir,non-veg,none,500,55,20.0,15,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Lentil and Vegetable Curry,Jammu and Kashmir,veg,none,300,35,12.0,10,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Pea Curry,Jammu and Kashmir,non-veg,none,450,20,30.0,35,7,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Rice and Lentil Soup,Jammu and Kashmir,veg,none,350,45,12.0,8,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken with Rice and Nuts,Jammu and Kashmir,non-veg,nuts,500,55,20.0,15,7,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Mixed Vegetable Soup,Jammu and Kashmir,veg,none,250,30,8.0,5,6,300,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Saag and Chicken Curry,Jammu and Kashmir,non-veg,none,500,30,35.0,40,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Spinach Pilaf,Jammu and Kashmir,non-veg,none,500,55,20.0,15,7,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Vegetable and Chicken Biryani,Jammu and Kashmir,non-veg,none,500,60,25.0,20,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Mixed Vegetable and Nut Curry,Jammu and Kashmir,veg,nuts,350,45,15.0,20,10,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken Biryani with Nuts,Jammu and Kashmir,non-veg,nuts,500,60,25.0,20,8,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Vegetable and Lentil Soup,Jammu and Kashmir,veg,none,300,35,12.0,10,6,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Chickpea Pilaf,Jammu and Kashmir,non-veg,none,500,60,20.0,15,7,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Vegetable Stew,Jammu and Kashmir,non-veg,none,500,60,20.0,15,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Rice and Veggie Curry,Jammu and Kashmir,veg,none,350,55,12.0,10,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Potato Stew,Jammu and Kashmir,non-veg,none,500,30,35.0,40,7,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Vegetable and Chicken Stew,Jammu and Kashmir,non-veg,none,500,60,20.0,15,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Spinach and Chicken Biryani,Jammu and Kashmir,non-veg,none,500,60,25.0,20,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Vegetable and Chickpea Biryani,Jammu and Kashmir,veg,nuts,400,65,15.0,10,7,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Lentil Biryani,Jammu and Kashmir,non-veg,none,500,65,20.0,25,8,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Mixed Veg Biryani,Jammu and Kashmir,veg,nuts,400,60,15.0,10,7,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kashmiri Vegetable and Chicken Korma,Jammu and Kashmir,non-veg,dairy,500,25,30.0,35,7,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Lamb and Veg Korma,Jammu and Kashmir,non-veg,dairy,500,25,30.0,35,7,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Chicken and Spinach Curry,Jammu and Kashmir,non-veg,none,500,25,30.0,35,8,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Kashmiri Vegetable and Nut Biryani,Jammu and Kashmir,veg,nuts,400,60,15.0,10,7,500,"Vitamin A, Vitamin C",No,Yes,Yes
Butter Chicken,Delhi,Non-Veg,"Dairy, Nuts",490,16,28.0,34,6,850,"Vitamin A, B12",No,Yes,Yes
Chole Bhature,Delhi,Veg,"Gluten, Dairy",550,68,22.0,16,6,920,"Vitamin C, B6",No,Yes,Yes
Paneer Tikka,Delhi,Veg,Dairy,270,12,18.0,14,4,500,"Vitamin A, D",No,Yes,Yes
Aloo Paratha,Delhi,Veg,"Gluten, Dairy",330,42,14.0,6,2,700,"Vitamin C, B6",Yes,No,No
Rajma Chawal,Delhi,Veg,None,430,70,8.0,15,6,780,"Vitamin C, B6",No,Yes,Yes
Dahi Bhalla,Delhi,Veg,Dairy,200,24,5.0,7,3,300,"Vitamin B12, D",No,Yes,Yes
Pav Bhaji,Delhi,Veg,"Gluten, Dairy",400,55,16.0,8,6,650,"Vitamin A, C",No,Yes,Yes
Mutton Korma,Delhi,Non-Veg,None,580,10,42.0,35,3,750,"Vitamin B12, D",No,Yes,Yes
Aloo Tikki,Delhi,Veg,None,180,24,7.0,3,1,340,Vitamin C,No,Yes,Yes
Kebabs,Delhi,Non-Veg,None,320,8,28.0,25,1,600,"Vitamin B12, D",No,Yes,Yes
Palak Paneer,Delhi,Veg,Dairy,290,14,20.0,13,4,500,"Vitamin A, K",No,Yes,Yes
Chicken Biryani,Delhi,Non-Veg,None,460,55,16.0,25,4,800,"Vitamin A, B6",No,Yes,Yes
Aloo Chaat,Delhi,Veg,None,160,28,6.0,2,2,400,"Vitamin C, A",No,Yes,Yes
Kachori,Delhi,Veg,Gluten,310,38,14.0,6,1,620,"Vitamin C, B6",Yes,No,No
Matar Kulcha,Delhi,Veg,Gluten,380,60,12.0,10,4,700,"Vitamin C, B6",No,Yes,Yes
Tandoori Chicken,Delhi,Non-Veg,None,300,5,20.0,35,1,650,"Vitamin B6, B12",No,Yes,Yes
Dal Makhani,Delhi,Veg,Dairy,320,34,16.0,14,3,600,"Vitamin B6, C",No,Yes,Yes
Bhindi Masala,Delhi,Veg,None,180,22,10.0,4,2,450,"Vitamin C, A",No,Yes,Yes
Samosa,Delhi,Veg,Gluten,260,32,14.0,6,2,550,"Vitamin C, B6",No,Yes,Yes
Chicken Shawarma,Delhi,Non-Veg,None,420,45,16.0,26,3,850,"Vitamin B6, B12",No,Yes,Yes
Pani Puri,Delhi,Veg,Gluten,120,20,5.0,2,2,300,Vitamin C,Yes,No,No
Shahi Paneer,Delhi,Veg,"Dairy, Nuts",400,20,30.0,14,5,700,"Vitamin A, D",No,Yes,Yes
Mutton Rogan Josh,Delhi,Non-Veg,None,480,8,36.0,30,2,820,"Vitamin B6, B12",No,Yes,Yes
Pulao,Delhi,Veg,None,350,60,8.0,7,4,500,"Vitamin A, B6",No,Yes,Yes
Gol Gappe,Delhi,Veg,Gluten,150,30,5.0,3,3,400,Vitamin C,No,Yes,Yes
Kathi Roll,Delhi,Non-Veg,"Gluten, Dairy",360,42,15.0,18,4,720,"Vitamin B6, B12",No,Yes,Yes
Chana Masala,Delhi,Veg,None,320,45,8.0,12,5,620,"Vitamin C, B6",No,Yes,Yes
Bhatura,Delhi,Veg,"Gluten, Dairy",220,30,10.0,5,2,400,Vitamin B6,No,Yes,Yes
